date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ICHIMOKU,exit0_ICHIMOKU
2024-09-09,220.4248809814453,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.1999969482422],[222.05999755859375],[225.1999969482422],[220.4248809814453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.1999969482422,225.1999969482422
2024-09-10,219.62661743164062,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[224.81500244140625],[222.4824981689453],[224.81500244140625],[219.62661743164062],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.81500244140625,224.81500244140625
2024-09-11,222.17103576660156,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[224.81500244140625],[222.27249908447266],[224.81500244140625],[222.17103576660156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.81500244140625,224.81500244140625
2024-09-12,222.28079223632812,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[224.81500244140625],[213.70750045776367],[224.81500244140625],[222.28079223632812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.81500244140625,224.81500244140625
2024-09-13,222.01136779785156,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[223.55500030517578],[213.70750045776367],[223.55500030517578],[222.01136779785156],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.55500030517578,223.55500030517578
2024-09-16,215.84495544433594,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[222.8550033569336],[213.70750045776367],[222.8550033569336],[215.84495544433594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],222.8550033569336,222.8550033569336
2024-09-17,216.31390380859375,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[219.6999969482422],[213.70750045776367],[219.6999969482422],[216.31390380859375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],219.6999969482422,219.6999969482422
2024-09-18,220.20535278320312,14,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -14, 'order_price': None, 'order_valid': None, 'order_status': 1}",[219.6999969482422],[213.70750045776367],[219.6999969482422],[220.20535278320312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],219.6999969482422,219.6999969482422
2024-09-19,228.3673858642578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[219.5800018310547],[213.70750045776367],[219.5800018310547],[228.3673858642578],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],219.5800018310547,219.5800018310547
2024-09-20,227.6988525390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[221.87000274658203],[213.70750045776367],[221.87000274658203],[227.6988525390625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],221.87000274658203,221.87000274658203
2024-09-23,225.97265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.50499725341797],[213.70750045776367],[223.50499725341797],[225.97265625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.50499725341797,223.50499725341797
2024-09-24,226.8706817626953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.50499725341797],[213.64500045776367],[223.50499725341797],[226.8706817626953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.50499725341797,223.50499725341797
2024-09-25,225.8728790283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.50499725341797],[215.28250122070312],[223.50499725341797],[225.8728790283203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.50499725341797,223.50499725341797
2024-09-26,227.02035522460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.50499725341797],[216.61249923706055],[223.50499725341797],[227.02035522460938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.50499725341797,223.50499725341797
2024-09-27,227.2897491455078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.50499725341797],[217.06750106811523],[223.50499725341797],[227.2897491455078],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.50499725341797,223.50499725341797
2024-09-30,232.48831176757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[223.7949981689453],[216.85250091552734],[223.7949981689453],[232.48831176757812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],223.7949981689453,223.7949981689453
2024-10-01,225.71322631835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[225.31499481201172],[217.59500122070312],[225.31499481201172],[225.71322631835938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.31499481201172,225.31499481201172
2024-10-02,226.28196716308594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.41500091552734],[217.9224967956543],[228.41500091552734],[226.28196716308594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.41500091552734,228.41500091552734
2024-10-03,225.17440795898438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.05500030517578],[218.09499740600586],[228.05500030517578],[225.17440795898438],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.05500030517578,228.05500030517578
2024-10-04,226.30194091796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.01000213623047],[219.1150016784668],[228.01000213623047],[226.30194091796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.01000213623047,228.01000213623047
2024-10-07,221.2031707763672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.01000213623047],[219.68999862670898],[228.01000213623047],[221.2031707763672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.01000213623047,228.01000213623047
2024-10-08,225.27420043945312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.16500091552734],[221.21999740600586],[227.16500091552734],[225.27420043945312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.16500091552734,227.16500091552734
2024-10-09,229.03591918945312,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[227.16500091552734],[221.43249893188477],[227.16500091552734],[229.03591918945312],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.16500091552734,227.16500091552734
2024-10-10,228.53700256347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.16500091552734],[220.75249862670898],[227.16500091552734],[228.53700256347656],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.16500091552734,227.16500091552734
2024-10-11,227.05029296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.16500091552734],[219.82999801635742],[227.16500091552734],[227.05029296875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.16500091552734,227.16500091552734
2024-10-14,230.79205322265625,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[225.54000091552734],[219.82999801635742],[225.54000091552734],[230.79205322265625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.54000091552734,225.54000091552734
2024-10-15,233.33645629882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[226.52999877929688],[219.82999801635742],[226.52999877929688],[233.33645629882812],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],226.52999877929688,226.52999877929688
2024-10-16,231.27099609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.41000366210938],[219.63750076293945],[229.41000366210938],[231.27099609375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.41000366210938,229.41000366210938
2024-10-17,231.6401824951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.41000366210938],[219.63750076293945],[229.41000366210938],[231.6401824951172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.41000366210938,229.41000366210938
2024-10-18,234.4839324951172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[229.41000366210938],[220.90500259399414],[229.41000366210938],[234.4839324951172],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],229.41000366210938,229.41000366210938
2024-10-21,235.96067810058594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[230.37000274658203],[221.60499954223633],[230.37000274658203],[235.96067810058594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],230.37000274658203,230.37000274658203
2024-10-22,235.342041015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[231.16000366210938],[221.8650016784668],[231.16000366210938],[235.342041015625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],231.16000366210938,231.16000366210938
2024-10-23,230.25323486328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.3300018310547],[221.0724983215332],[232.3300018310547],[230.25323486328125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.3300018310547,232.3300018310547
2024-10-24,230.06365966796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.41500091552734],[221.55999755859375],[232.41500091552734],[230.06365966796875],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.41500091552734,232.41500091552734
2024-10-25,230.9018096923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.625],[221.5],[232.625],[230.9018096923828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.625,232.625
2024-10-28,232.88743591308594,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[232.625],[222.64500045776367],[232.625],[232.88743591308594],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.625,232.625
2024-10-29,233.15684509277344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.30500030517578],[223.50499725341797],[232.30500030517578],[233.15684509277344],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.30500030517578,232.30500030517578
2024-10-30,229.59469604492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.30500030517578],[223.50499725341797],[232.30500030517578],[229.59469604492188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.30500030517578,232.30500030517578
2024-10-31,225.4138946533203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[232.30500030517578],[223.50499725341797],[232.30500030517578],[225.4138946533203],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],232.30500030517578,232.30500030517578
2024-11-01,222.4204864501953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[231.11000061035156],[223.50499725341797],[231.11000061035156],[222.4204864501953],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],231.11000061035156,231.11000061035156
2024-11-04,221.52244567871094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[228.24500274658203],[223.50499725341797],[228.24500274658203],[221.52244567871094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.24500274658203,228.24500274658203
2024-11-05,222.95928955078125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.4250030517578],[223.64999771118164],[227.4250030517578],[222.95928955078125],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.4250030517578,227.4250030517578
2024-11-06,222.23089599609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.22000122070312],[224.40999603271484],[227.22000122070312],[222.23089599609375],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.22000122070312,227.22000122070312
2024-11-07,226.98043823242188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.22000122070312],[225.95999908447266],[227.22000122070312],[226.98043823242188],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.22000122070312,227.22000122070312
2024-11-08,226.7107391357422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.22000122070312],[225.77999877929688],[227.22000122070312],[226.7107391357422],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.22000122070312,227.22000122070312
2024-11-11,223.98373413085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[227.02000427246094],[225.75749969482422],[227.02000427246094],[223.98373413085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],227.02000427246094,227.02000427246094
2024-11-12,223.98373413085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[226.59000396728516],[225.75749969482422],[226.59000396728516],[223.98373413085938],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],226.59000396728516,226.59000396728516
2024-11-13,224.8727569580078,0,[False],[True],NO_TRADE,Entry conditions not met: False,{},{},[224.77000427246094],[225.33499908447266],[224.77000427246094],[224.8727569580078],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.77000427246094,224.77000427246094
2024-11-14,227.9693603515625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[224.18500518798828],[225.33499908447266],[224.18500518798828],[227.9693603515625],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.18500518798828,224.18500518798828
2024-11-15,224.7528839111328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[224.29000091552734],[225.33499908447266],[224.29000091552734],[224.7528839111328],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],224.29000091552734,224.29000091552734
2024-11-18,227.7695770263672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[225.00499725341797],[225.33499908447266],[225.00499725341797],[227.7695770263672],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.00499725341797,225.00499725341797
2024-11-19,228.02928161621094,0,[True],[False],BUY. Shares: 14,Entry conditions met: True,{},"{'order_size': 14, 'order_price': None, 'order_valid': None, 'order_status': 1}",[225.46500396728516],[224.52249908447266],[225.46500396728516],[228.02928161621094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.46500396728516,225.46500396728516
2024-11-20,228.7484893798828,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.8300018310547],[225.01749801635742],[225.8300018310547],[228.7484893798828],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.8300018310547,225.8300018310547
2024-11-21,228.26902770996094,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.8300018310547],[227.55750274658203],[225.8300018310547],[228.26902770996094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.8300018310547,225.8300018310547
2024-11-22,229.61753845214844,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[225.8300018310547],[227.55750274658203],[225.8300018310547],[229.61753845214844],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],225.8300018310547,225.8300018310547
2024-11-25,232.61424255371094,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[226.73999786376953],[227.55750274658203],[226.73999786376953],[232.61424255371094],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],226.73999786376953,226.73999786376953
2024-11-26,234.8018341064453,14,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[228.00499725341797],[228.03750228881836],[228.00499725341797],[234.8018341064453],['ICHIMOKU cross_above None'],['ICHIMOKU cross_below None'],228.00499725341797,228.00499725341797
