date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_STOCH,exit0_STOCH
2024-01-25,193.0111846923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[84.32486360399155],[nan],[84.32486360399155],[193.0111846923828],['STOCH cross_above None'],['STOCH cross_below None'],84.32486360399155,84.32486360399155
2024-01-26,191.27163696289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[83.10798412329149],[nan],[83.10798412329149],[191.27163696289062],['STOCH cross_above None'],['STOCH cross_below None'],83.10798412329149,83.10798412329149
2024-01-29,190.5857391357422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.23016531614445],[nan],[76.23016531614445],[190.5857391357422],['STOCH cross_above None'],['STOCH cross_below None'],76.23016531614445,76.23016531614445
2024-01-30,186.91775512695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.47173680193924],[nan],[70.47173680193924],[186.91775512695312],['STOCH cross_above None'],['STOCH cross_below None'],70.47173680193924,70.47173680193924
2024-01-31,183.29946899414062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[57.784243151179986],[nan],[57.784243151179986],[183.29946899414062],['STOCH cross_above None'],['STOCH cross_below None'],57.784243151179986,57.784243151179986
2024-02-01,185.7448272705078,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[41.258192029814104],[nan],[41.258192029814104],[185.7448272705078],['STOCH cross_above None'],['STOCH cross_below None'],41.258192029814104,41.258192029814104
2024-02-02,184.74082946777344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.2231354087688],[nan],[31.2231354087688],[184.74082946777344],['STOCH cross_above None'],['STOCH cross_below None'],31.2231354087688,31.2231354087688
2024-02-05,186.55990600585938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[28.189368716728165],[nan],[28.189368716728165],[186.55990600585938],['STOCH cross_above None'],['STOCH cross_below None'],28.189368716728165,28.189368716728165
2024-02-06,188.17025756835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[36.195941385462525],[nan],[36.195941385462525],[188.17025756835938],['STOCH cross_above None'],['STOCH cross_below None'],36.195941385462525,36.195941385462525
2024-02-07,188.2795867919922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[42.26695242370905],[nan],[42.26695242370905],[188.2795867919922],['STOCH cross_above None'],['STOCH cross_below None'],42.26695242370905,42.26695242370905
2024-02-08,187.19610595703125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[49.15303204136944],[nan],[49.15303204136944],[187.19610595703125],['STOCH cross_above None'],['STOCH cross_below None'],49.15303204136944,49.15303204136944
2024-02-09,187.96249389648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[50.391015637062424],[nan],[50.391015637062424],[187.96249389648438],['STOCH cross_above None'],['STOCH cross_below None'],50.391015637062424,50.391015637062424
2024-02-12,186.2704620361328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[49.98672761866755],[nan],[49.98672761866755],[186.2704620361328],['STOCH cross_above None'],['STOCH cross_below None'],49.98672761866755,49.98672761866755
2024-02-13,184.17034912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[46.0771650906085],[nan],[46.0771650906085],[184.17034912109375],['STOCH cross_above None'],['STOCH cross_below None'],46.0771650906085,46.0771650906085
2024-02-14,183.2845458984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[40.25121515315757],[nan],[40.25121515315757],[183.2845458984375],['STOCH cross_above None'],['STOCH cross_below None'],40.25121515315757,40.25121515315757
2024-02-15,182.99591064453125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.968396142079026],[nan],[31.968396142079026],[182.99591064453125],['STOCH cross_above None'],['STOCH cross_below None'],31.968396142079026,31.968396142079026
2024-02-16,181.4532012939453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[27.949241687532503],[nan],[27.949241687532503],[181.4532012939453],['STOCH cross_above None'],['STOCH cross_below None'],27.949241687532503,27.949241687532503
2024-02-20,180.70672607421875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[24.164632523052376],[nan],[24.164632523052376],[180.70672607421875],['STOCH cross_above None'],['STOCH cross_below None'],24.164632523052376,24.164632523052376
2024-02-21,181.4631805419922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.608825098848573],[nan],[19.608825098848573],[181.4631805419922],['STOCH cross_above None'],['STOCH cross_below None'],19.608825098848573,19.608825098848573
2024-02-22,183.5035400390625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.218760003752536],[nan],[16.218760003752536],[183.5035400390625],['STOCH cross_above None'],['STOCH cross_below None'],16.218760003752536,16.218760003752536
2024-02-23,181.66224670410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[22.38261188159355],[nan],[22.38261188159355],[181.66224670410156],['STOCH cross_above None'],['STOCH cross_below None'],22.38261188159355,22.38261188159355
2024-02-26,180.30860900878906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[23.28188501967131],[nan],[23.28188501967131],[180.30860900878906],['STOCH cross_above None'],['STOCH cross_below None'],23.28188501967131,23.28188501967131
2024-02-27,181.77171325683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.96091118061884],[nan],[17.96091118061884],[181.77171325683594],['STOCH cross_above None'],['STOCH cross_below None'],17.96091118061884,17.96091118061884
2024-02-28,180.56739807128906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[12.361610966991798],[nan],[12.361610966991798],[180.56739807128906],['STOCH cross_above None'],['STOCH cross_below None'],12.361610966991798,12.361610966991798
2024-02-29,179.90054321289062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[10.566851639554121],[nan],[10.566851639554121],[179.90054321289062],['STOCH cross_above None'],['STOCH cross_below None'],10.566851639554121,10.566851639554121
2024-03-01,178.815673828125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[10.816733837536527],[nan],[10.816733837536527],[178.815673828125],['STOCH cross_above None'],['STOCH cross_below None'],10.816733837536527,10.816733837536527
2024-03-04,174.277099609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[8.639152607087961],[nan],[8.639152607087961],[174.277099609375],['STOCH cross_above None'],['STOCH cross_below None'],8.639152607087961,8.639152607087961
2024-03-05,169.32049560546875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[6.726910064176811],[nan],[6.726910064176811],[169.32049560546875],['STOCH cross_above None'],['STOCH cross_below None'],6.726910064176811,6.726910064176811
2024-03-06,168.32518005371094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[4.918594101505044],[nan],[4.918594101505044],[168.32518005371094],['STOCH cross_above None'],['STOCH cross_below None'],4.918594101505044,4.918594101505044
2024-03-07,168.20574951171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.04309825061249025],[nan],[-0.04309825061249025],[168.20574951171875],['STOCH cross_above None'],['STOCH cross_below None'],-0.04309825061249025,-0.04309825061249025
2024-03-08,169.92762756347656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-1.9229338838651027],[nan],[-1.9229338838651027],[169.92762756347656],['STOCH cross_above None'],['STOCH cross_below None'],-1.9229338838651027,-1.9229338838651027
2024-03-11,171.93812561035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.6000677671858414],[nan],[1.6000677671858414],[171.93812561035156],['STOCH cross_above None'],['STOCH cross_below None'],1.6000677671858414,1.6000677671858414
2024-03-12,172.41586303710938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[9.267854179343917],[nan],[9.267854179343917],[172.41586303710938],['STOCH cross_above None'],['STOCH cross_below None'],9.267854179343917,9.267854179343917
2024-03-13,170.3257598876953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.747444573521907],[nan],[17.747444573521907],[170.3257598876953],['STOCH cross_above None'],['STOCH cross_below None'],17.747444573521907,17.747444573521907
2024-03-14,172.18695068359375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.54932295796377],[nan],[18.54932295796377],[172.18695068359375],['STOCH cross_above None'],['STOCH cross_below None'],18.54932295796377,18.54932295796377
2024-03-15,171.80874633789062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[19.590955186312488],[nan],[19.590955186312488],[171.80874633789062],['STOCH cross_above None'],['STOCH cross_below None'],19.590955186312488,19.590955186312488
2024-03-18,172.90357971191406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.85334348818922],[nan],[18.85334348818922],[172.90357971191406],['STOCH cross_above None'],['STOCH cross_below None'],18.85334348818922,18.85334348818922
2024-03-19,175.2524871826172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[25.21194784364351],[nan],[25.21194784364351],[175.2524871826172],['STOCH cross_above None'],['STOCH cross_below None'],25.21194784364351,25.21194784364351
2024-03-20,177.83030700683594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[33.23511728755986],[nan],[33.23511728755986],[177.83030700683594],['STOCH cross_above None'],['STOCH cross_below None'],33.23511728755986,33.23511728755986
2024-03-21,170.5646209716797,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[51.924758066006625],[nan],[51.924758066006625],[170.5646209716797],['STOCH cross_above None'],['STOCH cross_below None'],51.924758066006625,51.924758066006625
2024-03-22,171.47035217285156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[48.66187431511994],[nan],[48.66187431511994],[171.47035217285156],['STOCH cross_above None'],['STOCH cross_below None'],48.66187431511994,48.66187431511994
2024-03-25,170.0470733642578,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[42.4110503201909],[nan],[42.4110503201909],[170.0470733642578],['STOCH cross_above None'],['STOCH cross_below None'],42.4110503201909,42.4110503201909
2024-03-26,168.9124298095703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[21.650408600087534],[nan],[21.650408600087534],[168.9124298095703],['STOCH cross_above None'],['STOCH cross_below None'],21.650408600087534,21.650408600087534
2024-03-27,172.49549865722656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.240479488055765],[nan],[16.240479488055765],[172.49549865722656],['STOCH cross_above None'],['STOCH cross_below None'],16.240479488055765,16.240479488055765
2024-03-28,170.67410278320312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.66217614022008],[nan],[18.66217614022008],[170.67410278320312],['STOCH cross_above None'],['STOCH cross_below None'],18.66217614022008,18.66217614022008
2024-04-01,169.23092651367188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[17.98926314027293],[nan],[17.98926314027293],[169.23092651367188],['STOCH cross_above None'],['STOCH cross_below None'],17.98926314027293,17.98926314027293
2024-04-02,168.04649353027344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[15.81406680869821],[nan],[15.81406680869821],[168.04649353027344],['STOCH cross_above None'],['STOCH cross_below None'],15.81406680869821,15.81406680869821
2024-04-03,168.85269165039062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.047638652629137],[nan],[3.047638652629137],[168.85269165039062],['STOCH cross_above None'],['STOCH cross_below None'],3.047638652629137,3.047638652629137
2024-04-04,168.026611328125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.6102669002240843],[nan],[0.6102669002240843],[168.026611328125],['STOCH cross_above None'],['STOCH cross_below None'],0.6102669002240843,0.6102669002240843
2024-04-05,168.7830352783203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[0.7529031642005117],[nan],[0.7529031642005117],[168.7830352783203],['STOCH cross_above None'],['STOCH cross_below None'],0.7529031642005117,0.7529031642005117
2024-04-08,167.65834045410156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.104568476479449],[nan],[3.104568476479449],[167.65834045410156],['STOCH cross_above None'],['STOCH cross_below None'],3.104568476479449,3.104568476479449
2024-04-09,168.8726043701172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.7088124845317229],[nan],[-0.7088124845317229],[168.8726043701172],['STOCH cross_above None'],['STOCH cross_below None'],-0.7088124845317229,-0.7088124845317229
2024-04-10,166.99148559570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.9923140932325436],[nan],[1.9923140932325436],[166.99148559570312],['STOCH cross_above None'],['STOCH cross_below None'],1.9923140932325436,1.9923140932325436
2024-04-11,174.2173614501953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.15404426537706248],[nan],[-0.15404426537706248],[174.2173614501953],['STOCH cross_above None'],['STOCH cross_below None'],-0.15404426537706248,-0.15404426537706248
2024-04-12,175.72027587890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[30.04384094011885],[nan],[30.04384094011885],[175.72027587890625],['STOCH cross_above None'],['STOCH cross_below None'],30.04384094011885,30.04384094011885
2024-04-15,171.87841796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[53.50401640919731],[nan],[53.50401640919731],[171.87841796875],['STOCH cross_above None'],['STOCH cross_below None'],53.50401640919731,53.50401640919731
2024-04-16,168.583984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[68.01324797068501],[nan],[68.01324797068501],[168.583984375],['STOCH cross_above None'],['STOCH cross_below None'],68.01324797068501,68.01324797068501
2024-04-17,167.21046447753906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[44.00793004918982],[nan],[44.00793004918982],[167.21046447753906],['STOCH cross_above None'],['STOCH cross_below None'],44.00793004918982,44.00793004918982
2024-04-18,166.2549591064453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[18.79367404513889],[nan],[18.79367404513889],[166.2549591064453],['STOCH cross_above None'],['STOCH cross_below None'],18.79367404513889,18.79367404513889
2024-04-19,164.22454833984375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[3.8322780972936576],[nan],[3.8322780972936576],[164.22454833984375],['STOCH cross_above None'],['STOCH cross_below None'],3.8322780972936576,3.8322780972936576
2024-04-22,165.06060791015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.1976710252904331],[nan],[-0.1976710252904331],[165.06060791015625],['STOCH cross_above None'],['STOCH cross_below None'],-0.1976710252904331,-0.1976710252904331
2024-04-23,166.11561584472656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[1.7936549026051238],[nan],[1.7936549026051238],[166.11561584472656],['STOCH cross_above None'],['STOCH cross_below None'],1.7936549026051238,1.7936549026051238
2024-04-24,168.2256622314453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[7.378073930335288],[nan],[7.378073930335288],[168.2256622314453],['STOCH cross_above None'],['STOCH cross_below None'],7.378073930335288,7.378073930335288
2024-04-25,169.09156799316406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[16.717743009771468],[nan],[16.717743009771468],[169.09156799316406],['STOCH cross_above None'],['STOCH cross_below None'],16.717743009771468,16.717743009771468
2024-04-26,168.5043487548828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[26.12708107603679],[nan],[26.12708107603679],[168.5043487548828],['STOCH cross_above None'],['STOCH cross_below None'],26.12708107603679,26.12708107603679
2024-04-29,172.6846160888672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[31.703022052585126],[nan],[31.703022052585126],[172.6846160888672],['STOCH cross_above None'],['STOCH cross_below None'],31.703022052585126,31.703022052585126
2024-04-30,169.52951049804688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[42.111411965256686],[nan],[42.111411965256686],[169.52951049804688],['STOCH cross_above None'],['STOCH cross_below None'],42.111411965256686,42.111411965256686
2024-05-01,168.5043487548828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[43.133686807272646],[nan],[43.133686807272646],[168.5043487548828],['STOCH cross_above None'],['STOCH cross_below None'],43.133686807272646,43.133686807272646
2024-05-02,172.21681213378906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[43.133686807272646],[nan],[43.133686807272646],[172.21681213378906],['STOCH cross_above None'],['STOCH cross_below None'],43.133686807272646,43.133686807272646
2024-05-03,182.5181884765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[44.65992633129772],[nan],[44.65992633129772],[182.5181884765625],['STOCH cross_above None'],['STOCH cross_below None'],44.65992633129772,44.65992633129772
2024-05-06,180.85604858398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[58.75459909066857],[nan],[58.75459909066857],[180.85604858398438],['STOCH cross_above None'],['STOCH cross_below None'],58.75459909066857,58.75459909066857
2024-05-07,181.5427703857422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.82496671201324],[nan],[72.82496671201324],[181.5427703857422],['STOCH cross_above None'],['STOCH cross_below None'],72.82496671201324,72.82496671201324
2024-05-08,181.88119506835938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.60995660476384],[nan],[76.60995660476384],[181.88119506835938],['STOCH cross_above None'],['STOCH cross_below None'],76.60995660476384,76.60995660476384
2024-05-09,183.7025909423828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.68355541353075],[nan],[75.68355541353075],[183.7025909423828],['STOCH cross_above None'],['STOCH cross_below None'],75.68355541353075,75.68355541353075
2024-05-10,182.43685913085938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[79.67452904156609],[nan],[79.67452904156609],[182.43685913085938],['STOCH cross_above None'],['STOCH cross_below None'],79.67452904156609,79.67452904156609
2024-05-13,185.65602111816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[80.72236473592663],[nan],[80.72236473592663],[185.65602111816406],['STOCH cross_above None'],['STOCH cross_below None'],80.72236473592663,80.72236473592663
2024-05-14,186.80215454101562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[85.86270807940787],[nan],[85.86270807940787],[186.80215454101562],['STOCH cross_above None'],['STOCH cross_below None'],85.86270807940787,85.86270807940787
2024-05-15,189.0845184326172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[88.3292627517111],[nan],[88.3292627517111],[189.0845184326172],['STOCH cross_above None'],['STOCH cross_below None'],88.3292627517111,88.3292627517111
2024-05-16,189.2041015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.79547444205825],[nan],[92.79547444205825],[189.2041015625],['STOCH cross_above None'],['STOCH cross_below None'],92.79547444205825,92.79547444205825
2024-05-17,189.23399353027344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.22569507684648],[nan],[92.22569507684648],[189.23399353027344],['STOCH cross_above None'],['STOCH cross_below None'],92.22569507684648,92.22569507684648
2024-05-20,190.40008544921875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[91.87494761908279],[nan],[91.87494761908279],[190.40008544921875],['STOCH cross_above None'],['STOCH cross_below None'],91.87494761908279,91.87494761908279
2024-05-21,191.70570373535156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[92.0764142971655],[nan],[92.0764142971655],[191.70570373535156],['STOCH cross_above None'],['STOCH cross_below None'],92.0764142971655,92.0764142971655
2024-05-22,190.2605438232422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[93.38697505178156],[nan],[93.38697505178156],[190.2605438232422],['STOCH cross_above None'],['STOCH cross_below None'],93.38697505178156,93.38697505178156
2024-05-23,186.25401306152344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[89.33527869134797],[nan],[89.33527869134797],[186.25401306152344],['STOCH cross_above None'],['STOCH cross_below None'],89.33527869134797,89.33527869134797
2024-05-24,189.3436279296875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[73.90589019325706],[nan],[73.90589019325706],[189.3436279296875],['STOCH cross_above None'],['STOCH cross_below None'],73.90589019325706,73.90589019325706
2024-05-28,189.3535919189453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[65.39275565866357],[nan],[65.39275565866357],[189.3535919189453],['STOCH cross_above None'],['STOCH cross_below None'],65.39275565866357,65.39275565866357
2024-05-29,189.652587890625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.74948734227079],[nan],[61.74948734227079],[189.652587890625],['STOCH cross_above None'],['STOCH cross_below None'],61.74948734227079,61.74948734227079
2024-05-30,190.6492462158203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[69.15386154493892],[nan],[69.15386154493892],[190.6492462158203],['STOCH cross_above None'],['STOCH cross_below None'],69.15386154493892,69.15386154493892
2024-05-31,191.6060333251953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.02163039603495],[nan],[72.02163039603495],[191.6060333251953],['STOCH cross_above None'],['STOCH cross_below None'],72.02163039603495,72.02163039603495
2024-06-03,193.38006591796875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[77.00035936065412],[nan],[77.00035936065412],[193.38006591796875],['STOCH cross_above None'],['STOCH cross_below None'],77.00035936065412,77.00035936065412
2024-06-04,193.69900512695312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[81.07815212968559],[nan],[81.07815212968559],[193.69900512695312],['STOCH cross_above None'],['STOCH cross_below None'],81.07815212968559,81.07815212968559
2024-06-05,195.21389770507812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[82.06896365822008],[nan],[82.06896365822008],[195.21389770507812],['STOCH cross_above None'],['STOCH cross_below None'],82.06896365822008,82.06896365822008
2024-06-06,193.82855224609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[82.14120882613517],[nan],[82.14120882613517],[193.82855224609375],['STOCH cross_above None'],['STOCH cross_below None'],82.14120882613517,82.14120882613517
2024-06-07,196.23048400878906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[78.34056389984148],[nan],[78.34056389984148],[196.23048400878906],['STOCH cross_above None'],['STOCH cross_below None'],78.34056389984148,78.34056389984148
2024-06-10,192.47311401367188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[82.26449596777415],[nan],[82.26449596777415],[192.47311401367188],['STOCH cross_above None'],['STOCH cross_below None'],82.26449596777415,82.26449596777415
2024-06-11,206.45611572265625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[72.65774475465287],[nan],[72.65774475465287],[206.45611572265625],['STOCH cross_above None'],['STOCH cross_below None'],72.65774475465287,72.65774475465287
2024-06-12,212.35629272460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[81.48387106523714],[nan],[81.48387106523714],[212.35629272460938],['STOCH cross_above None'],['STOCH cross_below None'],81.48387106523714,81.48387106523714
2024-06-13,213.5223846435547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.98941225272934],[nan],[75.98941225272934],[213.5223846435547],['STOCH cross_above None'],['STOCH cross_below None'],75.98941225272934,75.98941225272934
2024-06-14,211.7782440185547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[84.14749163540996],[nan],[84.14749163540996],[211.7782440185547],['STOCH cross_above None'],['STOCH cross_below None'],84.14749163540996,84.14749163540996
2024-06-17,215.94422912597656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[76.26381933058332],[nan],[76.26381933058332],[215.94422912597656],['STOCH cross_above None'],['STOCH cross_below None'],76.26381933058332,76.26381933058332
2024-06-18,213.5721893310547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[79.42991046773987],[nan],[79.42991046773987],[213.5721893310547],['STOCH cross_above None'],['STOCH cross_below None'],79.42991046773987,79.42991046773987
2024-06-20,208.97764587402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[79.05742333337425],[nan],[79.05742333337425],[208.97764587402344],['STOCH cross_above None'],['STOCH cross_below None'],79.05742333337425,79.05742333337425
2024-06-21,206.79498291015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[75.73405708729724],[nan],[75.73405708729724],[206.79498291015625],['STOCH cross_above None'],['STOCH cross_below None'],75.73405708729724,75.73405708729724
2024-06-24,207.44281005859375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[64.42647227277094],[nan],[64.42647227277094],[207.44281005859375],['STOCH cross_above None'],['STOCH cross_below None'],64.42647227277094,64.42647227277094
2024-06-25,208.3697052001953,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[56.560144497827714],[nan],[56.560144497827714],[208.3697052001953],['STOCH cross_above None'],['STOCH cross_below None'],56.560144497827714,56.560144497827714
2024-06-26,212.5356903076172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[54.85146934960213],[nan],[54.85146934960213],[212.5356903076172],['STOCH cross_above None'],['STOCH cross_below None'],54.85146934960213,54.85146934960213
2024-06-27,213.38284301757812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[61.67346194958889],[nan],[61.67346194958889],[213.38284301757812],['STOCH cross_above None'],['STOCH cross_below None'],61.67346194958889,61.67346194958889
2024-06-28,209.9144744873047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[68.73232387796234],[nan],[68.73232387796234],[209.9144744873047],['STOCH cross_above None'],['STOCH cross_below None'],68.73232387796234,68.73232387796234
2024-07-01,216.02395629882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[70.56805663974846],[nan],[70.56805663974846],[216.02395629882812],['STOCH cross_above None'],['STOCH cross_below None'],70.56805663974846,70.56805663974846
2024-07-02,219.5321807861328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[74.43692219042913],[nan],[74.43692219042913],[219.5321807861328],['STOCH cross_above None'],['STOCH cross_below None'],74.43692219042913,74.43692219042913
2024-07-03,220.80789184570312,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[80.48874626233234],[nan],[80.48874626233234],[220.80789184570312],['STOCH cross_above None'],['STOCH cross_below None'],80.48874626233234,80.48874626233234
2024-07-05,225.5818328857422,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[91.05804329741238],[nan],[91.05804329741238],[225.5818328857422],['STOCH cross_above None'],['STOCH cross_below None'],91.05804329741238,91.05804329741238
2024-07-08,227.056884765625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[94.83994716221525],[nan],[94.83994716221525],[227.056884765625],['STOCH cross_above None'],['STOCH cross_below None'],94.83994716221525,94.83994716221525
2024-07-09,227.9139862060547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[95.64578909174922],[nan],[95.64578909174922],[227.9139862060547],['STOCH cross_above None'],['STOCH cross_below None'],95.64578909174922,95.64578909174922
2024-07-10,232.1995849609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[95.12776016654674],[nan],[95.12776016654674],[232.1995849609375],['STOCH cross_above None'],['STOCH cross_below None'],95.12776016654674,95.12776016654674
2024-07-11,226.80772399902344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[95.47703977170995],[nan],[95.47703977170995],[226.80772399902344],['STOCH cross_above None'],['STOCH cross_below None'],95.47703977170995,95.47703977170995
2024-07-12,229.76776123046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[88.8279315471501],[nan],[88.8279315471501],[229.76776123046875],['STOCH cross_above None'],['STOCH cross_below None'],88.8279315471501,88.8279315471501
2024-07-15,233.61483764648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[86.83159288706713],[nan],[86.83159288706713],[233.61483764648438],['STOCH cross_above None'],['STOCH cross_below None'],86.83159288706713,86.83159288706713
