date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2021-03-01,125.00936889648438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[119.35994774178992],[125.08357206150076],[119.35994774178992],[125.08357206150076],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.35994774178992,119.35994774178992
2021-03-02,122.39747619628906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.73038387902486],[124.50320059502037],[120.73038387902486],[124.50320059502037],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.73038387902486,120.73038387902486
2021-03-03,119.40404510498047,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.99258553392161],[123.68005512442431],[120.99258553392161],[123.68005512442431],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.99258553392161,120.99258553392161
2021-03-04,117.51605224609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.89407178006229],[122.56289706637175],[120.89407178006229],[122.56289706637175],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.89407178006229,120.89407178006229
2021-03-05,118.77798461914062,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[120.07890457653178],[121.29060838372529],[120.07890457653178],[121.29060838372529],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.07890457653178,120.07890457653178
2021-03-08,113.82807922363281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[118.7093947156709],[120.24808823125966],[118.7093947156709],[120.24808823125966],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.7093947156709,118.7093947156709
2021-03-09,118.45515441894531,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.263810631181],[118.77171502852467],[116.263810631181],[118.77171502852467],['ZLEMA cross_above None'],['ZLEMA cross_below None'],116.263810631181,116.263810631181
2021-03-10,117.36930847167969,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.48971119513175],[118.13594713133406],[116.48971119513175],[118.13594713133406],['ZLEMA cross_above None'],['ZLEMA cross_below None'],116.48971119513175,116.48971119513175
2021-03-11,119.30623626708984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[116.6229572864288],[117.4724030056734],[116.6229572864288],[117.4724030056734],['ZLEMA cross_above None'],['ZLEMA cross_below None'],116.6229572864288,116.6229572864288
2021-03-12,118.39647674560547,0,[True],[False],BUY. Shares: 32,Entry conditions met: True,{},"{'order_size': 32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[117.20687194617611],[117.0914969649848],[117.20687194617611],[117.0914969649848],['ZLEMA cross_above None'],['ZLEMA cross_below None'],117.20687194617611,117.20687194617611
2021-03-15,121.29205322265625,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.25378145915829],[116.86202166542303],[118.25378145915829],[116.86202166542303],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.25378145915829,118.25378145915829
2021-03-16,122.83769226074219,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.32199428955991],[117.02980834177805],[119.32199428955991],[117.02980834177805],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.32199428955991,119.32199428955991
2021-03-17,122.04529571533203,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.95546370051349],[117.41839652036421],[120.95546370051349],[117.41839652036421],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.95546370051349,120.95546370051349
2021-03-18,117.90733337402344,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[121.65162578470634],[117.95483939701158],[121.65162578470634],[117.95483939701158],['ZLEMA cross_above None'],['ZLEMA cross_below None'],121.65162578470634,121.65162578470634
2021-03-19,117.37909698486328,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.88191018793088],[117.90570230149497],[120.88191018793088],[117.90570230149497],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.88191018793088,120.88191018793088
2021-03-22,120.70511627197266,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.53358847141077],[117.37945215773674],[119.53358847141077],[117.37945215773674],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.53358847141077,119.53358847141077
2021-03-23,119.87359619140625,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.35885243719119],[117.48482662160251],[119.35885243719119],[117.48482662160251],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.35885243719119,119.35885243719119
2021-03-24,117.4769058227539,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.05758775178923],[117.66923440587539],[119.05758775178923],[117.66923440587539],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.05758775178923,119.05758775178923
2021-03-25,117.96604919433594,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.69193148264289],[117.65430053449079],[118.69193148264289],[117.65430053449079],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.69193148264289,118.69193148264289
2021-03-26,118.57255554199219,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.66667146830937],[117.62203042062244],[118.66667146830937],[117.62203042062244],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.66667146830937,118.66667146830937
2021-03-29,118.74861907958984,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.26182116716434],[117.9894498683469],[118.26182116716434],[117.9894498683469],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.26182116716434,118.26182116716434
2021-03-30,117.29104614257812,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[118.1457885854569],[118.05736173104931],[118.1457885854569],[118.05736173104931],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.1457885854569,118.1457885854569
2021-03-31,119.49210357666016,32,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[117.95658819944697],[118.0028728331414],[117.95658819944697],[118.0028728331414],['ZLEMA cross_above None'],['ZLEMA cross_below None'],117.95658819944697,117.95658819944697
2021-04-01,120.32360076904297,0,[True],[False],BUY. Shares: 32,Entry conditions met: True,{},"{'order_size': 32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[118.51323724663558],[118.11094367527619],[118.51323724663558],[118.11094367527619],['ZLEMA cross_above None'],['ZLEMA cross_below None'],118.51323724663558,118.51323724663558
2021-04-05,123.1604995727539,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[119.16076611017343],[118.37802632799905],[119.16076611017343],[118.37802632799905],['ZLEMA cross_above None'],['ZLEMA cross_below None'],119.16076611017343,119.16076611017343
2021-04-06,123.46375274658203,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[120.69015046576334],[118.80711791476375],[120.69015046576334],[118.80711791476375],['ZLEMA cross_above None'],['ZLEMA cross_below None'],120.69015046576334,120.69015046576334
2021-04-07,125.11698150634766,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[122.31675208118563],[119.1479369675159],[122.31675208118563],[119.1479369675159],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.31675208118563,122.31675208118563
2021-04-08,127.52346801757812,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.84858978206736],[119.73120989202219],[123.84858978206736],[119.73120989202219],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.84858978206736,123.84858978206736
2021-04-09,130.10601806640625,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[125.82581623371206],[120.85433200615837],[125.82581623371206],[120.85433200615837],['ZLEMA cross_above None'],['ZLEMA cross_below None'],125.82581623371206,125.82581623371206
2021-04-12,128.38430786132812,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[127.86685629304779],[122.27230666046746],[127.86685629304779],[122.27230666046746],['ZLEMA cross_above None'],['ZLEMA cross_below None'],127.86685629304779,127.86685629304779
2021-04-13,131.5048828125,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[128.85558478087077],[123.1620610340298],[128.85558478087077],[123.1620610340298],['ZLEMA cross_above None'],['ZLEMA cross_below None'],128.85558478087077,128.85558478087077
2021-04-14,129.15713500976562,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.4987119331947],[124.45071318884038],[130.4987119331947],[124.45071318884038],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.4987119331947,130.4987119331947
2021-04-15,131.57333374023438,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.5518192184235],[125.50791647967503],[130.5518192184235],[125.50791647967503],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.5518192184235,130.5518192184235
2021-04-16,131.24073791503906,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.00433379944877],[126.7771230478336],[131.00433379944877],[126.7771230478336],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.00433379944877,131.00433379944877
2021-04-19,131.9059600830078,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.56666728477626],[127.88240028914021],[131.56666728477626],[127.88240028914021],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.56666728477626,131.56666728477626
2021-04-20,130.21360778808594,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.70128002454703],[128.9908455018683],[131.70128002454703],[128.9908455018683],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.70128002454703,131.70128002454703
2021-04-21,130.59510803222656,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.6228801230669],[129.9034470458506],[131.6228801230669],[129.9034470458506],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.6228801230669,131.6228801230669
2021-04-22,129.0690460205078,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.25815325054904],[130.6643932033953],[131.25815325054904],[130.6643932033953],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.25815325054904,131.25815325054904
2021-04-23,131.3972930908203,32,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[130.46528068244496],[131.12568985298094],[130.46528068244496],[131.12568985298094],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.46528068244496,130.46528068244496
2021-04-26,131.78860473632812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.5422525762973],[131.6746186759426],[130.5422525762973],[131.6746186759426],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.5422525762973,130.5422525762973
2021-04-27,131.46571350097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.05522514143786],[132.21905984046722],[131.05522514143786],[132.21905984046722],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.05522514143786,131.05522514143786
2021-04-28,130.67337036132812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.2881512920358],[132.5800524633794],[131.2881512920358],[132.5800524633794],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.2881512920358,131.2881512920358
2021-04-29,130.57557678222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.46806827569264],[132.66026022090836],[131.46806827569264],[132.66026022090836],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.46806827569264,131.46806827569264
2021-04-30,128.5995330810547,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[131.15639412986357],[132.55605862588504],[131.15639412986357],[132.55605862588504],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.15639412986357,131.15639412986357
2021-05-03,129.65599060058594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[130.1116790927577],[132.31468441136224],[130.1116790927577],[132.31468441136224],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.1116790927577,130.1116790927577
2021-05-04,125.06806945800781,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[129.6997861122918],[132.02387240989833],[129.6997861122918],[132.02387240989833],['ZLEMA cross_above None'],['ZLEMA cross_below None'],129.6997861122918,129.6997861122918
2021-05-05,125.31262969970703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[127.83851019272738],[131.31130024837265],[127.83851019272738],[131.31130024837265],['ZLEMA cross_above None'],['ZLEMA cross_below None'],127.83851019272738,127.83851019272738
2021-05-06,126.91693878173828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.4223597244474],[130.5203728555215],[126.4223597244474],[130.5203728555215],['ZLEMA cross_above None'],['ZLEMA cross_below None'],126.4223597244474,126.4223597244474
2021-05-07,127.59307098388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.20635695317003],[130.00893845506445],[126.20635695317003],[130.00893845506445],['ZLEMA cross_above None'],['ZLEMA cross_below None'],126.20635695317003,126.20635695317003
2021-05-10,124.30059051513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[126.08341048299138],[129.5748251279484],[126.08341048299138],[129.5748251279484],['ZLEMA cross_above None'],['ZLEMA cross_below None'],126.08341048299138,126.08341048299138
2021-05-11,123.37950134277344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[125.61971977195033],[128.85306694177027],[125.61971977195033],[128.85306694177027],['ZLEMA cross_above None'],['ZLEMA cross_below None'],125.61971977195033,125.61971977195033
2021-05-12,120.30259704589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[124.86092944720296],[128.0344106650961],[124.86092944720296],[128.0344106650961],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.86092944720296,124.86092944720296
2021-05-13,122.45838165283203,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.82953414954035],[126.97000662678596],[122.82953414954035],[126.97000662678596],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.82953414954035,122.82953414954035
2021-05-14,124.88854217529297,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.82847199903799],[126.10223008408002],[121.82847199903799],[126.10223008408002],['ZLEMA cross_above None'],['ZLEMA cross_below None'],121.82847199903799,121.82847199903799
2021-05-17,123.73225402832031,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.49174869656729],[125.57876231183343],[122.49174869656729],[125.57876231183343],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.49174869656729,122.49174869656729
2021-05-18,122.34078979492188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.78143197243999],[124.96069987595155],[122.78143197243999],[124.96069987595155],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.78143197243999,122.78143197243999
2021-05-19,122.18401336669922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[123.07189571271368],[124.25408757611697],[123.07189571271368],[124.25408757611697],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.07189571271368,123.07189571271368
2021-05-20,124.75135803222656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.86057741595963],[123.5791432132173],[122.86057741595963],[123.5791432132173],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.86057741595963,122.86057741595963
2021-05-21,122.90913391113281,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[123.1794131383597],[123.40650061774511],[123.1794131383597],[123.40650061774511],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.1794131383597,123.1794131383597
2021-05-24,124.54558563232422,0,[True],[False],BUY. Shares: 33,Entry conditions met: True,{},"{'order_size': 33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[122.98061325755708],[122.93913136638605],[122.98061325755708],[122.93913136638605],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.98061325755708,122.98061325755708
2021-05-25,124.3495864868164,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.6660256597697],[123.00906494317668],[123.6660256597697],[123.00906494317668],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.6660256597697,123.6660256597697
2021-05-26,124.30059051513672,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.18405001379949],[123.03341838387017],[124.18405001379949],[123.03341838387017],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.18405001379949,124.18405001379949
2021-05-27,122.76216125488281,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.12328146548083],[122.94637476223566],[124.12328146548083],[122.94637476223566],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.12328146548083,124.12328146548083
2021-05-28,122.10562896728516,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.84908276241755],[122.6228184244062],[123.84908276241755],[122.6228184244062],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.84908276241755,123.84908276241755
2021-06-01,121.78224182128906,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.08846267875],[122.44784094021443],[123.08846267875],[122.44784094021443],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.08846267875,123.08846267875
2021-06-02,122.54657745361328,33,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[122.38417803820667],[122.30185006018802],[122.38417803820667],[122.30185006018802],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.38417803820667,122.38417803820667
2021-06-03,121.05714416503906,33,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -33, 'order_price': None, 'order_valid': None, 'order_status': 1}",[122.09479373891268],[122.46241185380997],[122.09479373891268],[122.46241185380997],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.09479373891268,122.09479373891268
2021-06-04,123.35990142822266,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[121.59612707278225],[122.28134700370909],[121.59612707278225],[122.28134700370909],['ZLEMA cross_above None'],['ZLEMA cross_below None'],121.59612707278225,121.59612707278225
2021-06-07,123.36971282958984,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[122.14486285757822],[122.25230917644737],[122.14486285757822],[122.25230917644737],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.14486285757822,122.14486285757822
2021-06-08,124.19281768798828,0,[True],[False],BUY. Shares: 32,Entry conditions met: True,{},"{'order_size': 32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[122.65619394490773],[122.30100997995783],[122.65619394490773],[122.30100997995783],['ZLEMA cross_above None'],['ZLEMA cross_below None'],122.65619394490773,122.65619394490773
2021-06-09,124.5749740600586,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[123.23489648626327],[122.54254776067376],[123.23489648626327],[122.54254776067376],['ZLEMA cross_above None'],['ZLEMA cross_below None'],123.23489648626327,123.23489648626327
2021-06-10,123.57548522949219,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.11815238968414],[122.82792756665725],[124.11815238968414],[122.82792756665725],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.11815238968414,124.11815238968414
2021-06-11,124.7905502319336,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.05868268806188],[122.80029433182503],[124.05868268806188],[122.80029433182503],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.05868268806188,124.05868268806188
2021-06-14,127.85765075683594,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[124.45008358737377],[123.05007963639983],[124.45008358737377],[123.05007963639983],['ZLEMA cross_above None'],['ZLEMA cross_below None'],124.45008358737377,124.45008358737377
2021-06-15,127.03455352783203,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[125.73597453979373],[123.57392713607388],[125.73597453979373],[123.57392713607388],['ZLEMA cross_above None'],['ZLEMA cross_below None'],125.73597453979373,125.73597453979373
2021-06-16,127.5343017578125,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[126.41927607721404],[123.97041703496252],[126.41927607721404],[123.97041703496252],['ZLEMA cross_above None'],['ZLEMA cross_below None'],126.41927607721404,126.41927607721404
2021-06-17,129.14129638671875,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[127.34179284247199],[124.40897161338354],[127.34179284247199],[124.40897161338354],['ZLEMA cross_above None'],['ZLEMA cross_below None'],127.34179284247199,127.34179284247199
2021-06-18,127.83805084228516,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[128.46002006047777],[125.12583999436234],[128.46002006047777],[125.12583999436234],['ZLEMA cross_above None'],['ZLEMA cross_below None'],128.46002006047777,128.46002006047777
2021-06-21,129.6410675048828,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[128.3433711272517],[125.67065500874446],[128.3433711272517],[125.67065500874446],['ZLEMA cross_above None'],['ZLEMA cross_below None'],128.3433711272517,128.3433711272517
2021-06-22,131.2873077392578,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[129.05322755537566],[126.43383166550137],[129.05322755537566],[126.43383166550137],['ZLEMA cross_above None'],['ZLEMA cross_below None'],129.05322755537566,129.05322755537566
2021-06-23,131.01296997070312,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.14178867634428],[127.31087723707564],[130.14178867634428],[127.31087723707564],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.14178867634428,130.14178867634428
2021-06-24,130.72874450683594,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[130.64048956331578],[128.19203327186867],[130.64048956331578],[128.19203327186867],['ZLEMA cross_above None'],['ZLEMA cross_below None'],130.64048956331578,130.64048956331578
2021-06-25,130.43478393554688,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.18211658296502],[128.83110129209967],[131.18211658296502],[128.83110129209967],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.18211658296502,131.18211658296502
2021-06-28,132.07122802734375,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.19054999810064],[129.39037572754512],[131.19054999810064],[129.39037572754512],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.19054999810064,131.19054999810064
2021-06-29,133.59007263183594,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[131.493204237615],[130.0716184784583],[131.493204237615],[130.0716184784583],['ZLEMA cross_above None'],['ZLEMA cross_below None'],131.493204237615,131.493204237615
2021-06-30,134.2073974609375,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[132.34301715677023],[130.880234783307],[132.34301715677023],[130.880234783307],['ZLEMA cross_above None'],['ZLEMA cross_below None'],132.34301715677023,132.34301715677023
2021-07-01,134.5111846923828,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[133.31447774918274],[131.7808202613119],[133.31447774918274],[131.7808202613119],['ZLEMA cross_above None'],['ZLEMA cross_below None'],133.31447774918274,133.31447774918274
2021-07-02,137.1471405029297,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[134.27322460373475],[132.58411051237772],[134.27322460373475],[132.58411051237772],['ZLEMA cross_above None'],['ZLEMA cross_below None'],134.27322460373475,134.27322460373475
2021-07-06,139.16571044921875,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[135.718647944604],[133.47782146312906],[135.718647944604],[133.47782146312906],['ZLEMA cross_above None'],['ZLEMA cross_below None'],135.718647944604,135.718647944604
2021-07-07,141.66445922851562,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[137.3591389122399],[134.62743732812754],[137.3591389122399],[134.62743732812754],['ZLEMA cross_above None'],['ZLEMA cross_below None'],137.3591389122399,137.3591389122399
2021-07-08,140.36122131347656,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[139.49775383657695],[135.99306180368183],[139.49775383657695],[135.99306180368183],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.49775383657695,139.49775383657695
2021-07-09,142.1936492919922,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[140.718390945303],[136.9987446705562],[140.718390945303],[136.9987446705562],['ZLEMA cross_above None'],['ZLEMA cross_below None'],140.718390945303,140.718390945303
2021-07-12,141.59588623046875,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[141.90416678816695],[138.26006744933963],[141.90416678816695],[138.26006744933963],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.90416678816695,141.90416678816695
2021-07-13,142.71295166015625,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[142.28996591972182],[139.24656019170834],[142.28996591972182],[139.24656019170834],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.28996591972182,142.28996591972182
2021-07-14,146.1524200439453,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[142.55750740555365],[140.20733666844038],[142.55750740555365],[140.20733666844038],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.55750740555365,142.55750740555365
2021-07-15,145.49586486816406,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[144.2640731089828],[141.56762914900472],[144.2640731089828],[141.56762914900472],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.2640731089828,144.2640731089828
2021-07-16,143.44789123535156,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[145.088438079047],[142.77378115419745],[145.088438079047],[142.77378115419745],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.088438079047,145.088438079047
2021-07-19,139.58709716796875,32,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[145.1268850174447],[143.65682743683996],[145.1268850174447],[143.65682743683996],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.1268850174447,145.1268850174447
2021-07-20,143.21270751953125,32,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -32, 'order_price': None, 'order_valid': None, 'order_status': 1}",[143.55131368259677],[143.8791589769531],[143.55131368259677],[143.8791589769531],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.55131368259677,143.55131368259677
2021-07-21,142.47779846191406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.95525573941865],[144.45697726277723],[142.95525573941865],[144.45697726277723],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.95525573941865,142.95525573941865
2021-07-22,143.8496551513672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.31970597873598],[144.86286256601034],[142.31970597873598],[144.86286256601034],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.31970597873598,142.31970597873598
2021-07-23,145.5742950439453,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.67092654030813],[145.39997631080655],[142.67092654030813],[145.39997631080655],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.67092654030813,142.67092654030813
2021-07-26,145.9956512451172,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.28739315478336],[145.95491007042943],[144.28739315478336],[145.95491007042943],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.28739315478336,144.28739315478336
2021-07-27,143.82025146484375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.1039753031324],[146.39817987498338],[145.1039753031324],[146.39817987498338],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.1039753031324,145.1039753031324
2021-07-28,142.06622314453125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.1146533330671],[146.3709452831246],[145.1146533330671],[146.3709452831246],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.1146533330671,145.1146533330671
2021-07-29,142.71295166015625,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.23613293390858],[146.20322139231567],[144.23613293390858],[146.20322139231567],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.23613293390858,144.23613293390858
2021-07-30,142.92855834960938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.4389466325374],[146.01154607850953],[143.4389466325374],[146.01154607850953],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.4389466325374,143.4389466325374
2021-08-02,142.59539794921875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.78849550918542],[145.8986224907831],[142.78849550918542],[145.8986224907831],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.78849550918542,142.78849550918542
