date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_ZLEMA,exit0_ZLEMA
2021-08-03,144.3983917236328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.5306862227142],[145.67792711965396],[142.5306862227142],[145.67792711965396],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.5306862227142,142.5306862227142
2021-08-04,143.99661254882812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.29429969180876],[145.4822133315034],[143.29429969180876],[145.4822133315034],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.29429969180876,143.29429969180876
2021-08-05,144.10446166992188,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.65538582738898],[145.28964216363173],[143.65538582738898],[145.28964216363173],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.65538582738898,143.65538582738898
2021-08-06,143.41748046875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.95083658426995],[145.25553828884853],[143.95083658426995],[145.25553828884853],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.95083658426995,143.95083658426995
2021-08-09,143.368408203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.00333229409017],[145.38407541663452],[144.00333229409017],[145.38407541663452],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.00333229409017,144.00333229409017
2021-08-10,142.88754272460938,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.70062181927688],[145.2640775759948],[143.70062181927688],[145.2640775759948],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.70062181927688,143.70062181927688
2021-08-11,143.14268493652344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.35114019766118],[145.13718786059545],[143.35114019766118],[145.13718786059545],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.35114019766118,143.35114019766118
2021-08-12,146.1162109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.13837074410912],[144.96289927098798],[143.13837074410912],[144.96289927098798],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.13837074410912,143.13837074410912
2021-08-13,146.32235717773438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.17047450086199],[145.0722687909923],[144.17047450086199],[145.0722687909923],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.17047450086199,144.17047450086199
2021-08-16,148.30467224121094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.0988075284041],[145.17399745675743],[145.0988075284041],[145.17399745675743],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.0988075284041,145.0988075284041
2021-08-17,147.39202880859375,0,[True],[False],BUY. Shares: 30,Entry conditions met: True,{},"{'order_size': 30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[146.6666246610238],[145.66529394455233],[146.6666246610238],[145.66529394455233],['ZLEMA cross_above None'],['ZLEMA cross_below None'],146.6666246610238,146.6666246610238
2021-08-18,143.63339233398438,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[147.5711243009584],[146.12029655926872],[147.5711243009584],[146.12029655926872],['ZLEMA cross_above None'],['ZLEMA cross_below None'],147.5711243009584,147.5711243009584
2021-08-19,143.96705627441406,30,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[146.40375146996027],[146.01923439465864],[146.40375146996027],[146.01923439465864],['ZLEMA cross_above None'],['ZLEMA cross_below None'],146.40375146996027,146.40375146996027
2021-08-20,145.42930603027344,30,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -30, 'order_price': None, 'order_valid': None, 'order_status': 1}",[145.53247945198453],[145.9538356723722],[145.53247945198453],[145.9538356723722],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.53247945198453,145.53247945198453
2021-08-23,146.9209442138672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.99092679150294],[146.10282782972422],[144.99092679150294],[146.10282782972422],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.99092679150294,144.99092679150294
2021-08-24,146.83261108398438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.25618730561888],[146.3183548538776],[145.25618730561888],[146.3183548538776],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.25618730561888,145.25618730561888
2021-08-25,145.59609985351562,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[146.12448594713987],[146.53450032260426],[146.12448594713987],[146.53450032260426],['ZLEMA cross_above None'],['ZLEMA cross_below None'],146.12448594713987,146.12448594713987
2021-08-26,144.79136657714844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[146.32460548995394],[146.5701930783788],[146.32460548995394],[146.5701930783788],['ZLEMA cross_above None'],['ZLEMA cross_below None'],146.32460548995394,146.32460548995394
2021-08-27,145.83168029785156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.92984578705747],[146.5440678917445],[145.92984578705747],[146.5440678917445],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.92984578705747,145.92984578705747
2021-08-30,150.26744079589844,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.71394953156263],[146.65702818212088],[145.71394953156263],[146.65702818212088],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.71394953156263,145.71394953156263
2021-08-31,149.00148010253906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[147.16637152724442],[147.36608048438328],[147.16637152724442],[147.36608048438328],['ZLEMA cross_above None'],['ZLEMA cross_below None'],147.16637152724442,147.16637152724442
2021-09-01,149.66880798339844,0,[True],[False],BUY. Shares: 29,Entry conditions met: True,{},"{'order_size': 29, 'order_price': None, 'order_valid': None, 'order_status': 1}",[148.11918767712044],[147.84957692207178],[148.11918767712044],[147.84957692207178],['ZLEMA cross_above None'],['ZLEMA cross_below None'],148.11918767712044,148.11918767712044
2021-09-02,150.78758239746094,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[149.28774435212551],[148.19614647737663],[149.28774435212551],[148.19614647737663],['ZLEMA cross_above None'],['ZLEMA cross_below None'],149.28774435212551,149.28774435212551
2021-09-03,151.4254608154297,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[150.46151528757002],[148.6514149380096],[150.46151528757002],[148.6514149380096],['ZLEMA cross_above None'],['ZLEMA cross_below None'],150.46151528757002,150.46151528757002
2021-09-07,153.77093505859375,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[150.84732720527745],[149.03172683811533],[150.84732720527745],[149.03172683811533],['ZLEMA cross_above None'],['ZLEMA cross_below None'],150.84732720527745,150.84732720527745
2021-09-08,152.22036743164062,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[152.24606589789036],[149.74902454588815],[152.24606589789036],[149.74902454588815],['ZLEMA cross_above None'],['ZLEMA cross_below None'],152.24606589789036,152.24606589789036
2021-09-09,151.19972229003906,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[152.7053133491617],[150.4624644157855],[152.7053133491617],[150.4624644157855],['ZLEMA cross_above None'],['ZLEMA cross_below None'],152.7053133491617,152.7053133491617
2021-09-10,146.19476318359375,29,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[152.5065040461536],[150.97665305384217],[152.5065040461536],[150.97665305384217],['ZLEMA cross_above None'],['ZLEMA cross_below None'],152.5065040461536,152.5065040461536
2021-09-13,146.76393127441406,29,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -29, 'order_price': None, 'order_valid': None, 'order_status': 1}",[150.40787886535435],[150.71752836242746],[150.40787886535435],[150.71752836242746],['ZLEMA cross_above None'],['ZLEMA cross_below None'],150.40787886535435,150.40787886535435
2021-09-14,145.36056518554688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[148.47134225169617],[150.45232771549416],[148.47134225169617],[150.45232771549416],['ZLEMA cross_above None'],['ZLEMA cross_below None'],148.47134225169617,148.47134225169617
2021-09-15,146.253662109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[146.65850964947015],[150.0288562039855],[146.65850964947015],[150.0288562039855],['ZLEMA cross_above None'],['ZLEMA cross_below None'],146.65850964947015,146.65850964947015
2021-09-16,146.01809692382812,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.68561733660482],[149.82771866600157],[145.68561733660482],[149.82771866600157],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.68561733660482,145.68561733660482
2021-09-17,143.33895874023438,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[145.7139470325062],[149.6610805114536],[145.7139470325062],[149.6610805114536],['ZLEMA cross_above None'],['ZLEMA cross_below None'],145.7139470325062,145.7139470325062
2021-09-20,140.277099609375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[144.6594087004241],[149.09238094185127],[144.6594087004241],[149.09238094185127],['ZLEMA cross_above None'],['ZLEMA cross_below None'],144.6594087004241,144.6594087004241
2021-09-21,140.75794982910156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[142.9383587609294],[147.87911497288357],[142.9383587609294],[147.87911497288357],['ZLEMA cross_above None'],['ZLEMA cross_below None'],142.9383587609294,142.9383587609294
2021-09-22,143.1328582763672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[141.54270035872915],[146.8878443008049],[141.54270035872915],[146.8878443008049],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.54270035872915,141.54270035872915
2021-09-23,144.09461975097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[141.30723113512497],[146.2239129632908],[141.30723113512497],[146.2239129632908],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.30723113512497,141.30723113512497
2021-09-24,144.1829376220703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[141.95142197632384],[145.65473516594895],[141.95142197632384],[145.65473516594895],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.95142197632384,141.95142197632384
2021-09-27,142.66183471679688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.0673044596769],[145.09252092483683],[143.0673044596769],[145.09252092483683],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.0673044596769,143.0673044596769
2021-09-28,139.26629638671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[143.33974357691605],[144.21898630871834],[143.33974357691605],[144.21898630871834],['ZLEMA cross_above None'],['ZLEMA cross_below None'],143.33974357691605,143.33974357691605
2021-09-29,140.16917419433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[141.89610556239865],[143.06371140762664],[141.89610556239865],[143.06371140762664],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.89610556239865,141.89610556239865
2021-09-30,138.86390686035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[140.868400666998],[142.1653188070464],[140.868400666998],[142.1653188070464],['ZLEMA cross_above None'],['ZLEMA cross_below None'],140.868400666998,140.868400666998
2021-10-01,139.9924774169922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[139.53685074547707],[141.47936601543753],[139.53685074547707],[141.47936601543753],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.53685074547707,139.53685074547707
2021-10-04,136.5478973388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[139.13435426760623],[140.94656972796224],[139.13435426760623],[140.94656972796224],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.13435426760623,139.13435426760623
2021-10-05,138.481201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[138.1698349991352],[140.09422519662195],[138.1698349991352],[140.09422519662195],['ZLEMA cross_above None'],['ZLEMA cross_below None'],138.1698349991352,138.1698349991352
2021-10-06,139.3546142578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[137.91954284464043],[139.48871003776733],[137.91954284464043],[139.48871003776733],['ZLEMA cross_above None'],['ZLEMA cross_below None'],137.91954284464043,137.91954284464043
2021-10-07,140.6205596923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[138.2696844465737],[139.05015658964024],[138.2696844465737],[139.05015658964024],['ZLEMA cross_above None'],['ZLEMA cross_below None'],138.2696844465737,138.2696844465737
2021-10-08,140.23780822753906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[138.81131308679184],[138.97609233511707],[138.81131308679184],[138.97609233511707],['ZLEMA cross_above None'],['ZLEMA cross_below None'],138.81131308679184,138.81131308679184
2021-10-11,140.14952087402344,0,[True],[False],BUY. Shares: 31,Entry conditions met: True,{},"{'order_size': 31, 'order_price': None, 'order_valid': None, 'order_status': 1}",[139.7415687285044],[139.05495843257427],[139.7415687285044],[139.05495843257427],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.7415687285044,139.7415687285044
2021-10-12,138.87371826171875,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[140.11907270080758],[139.0863218833079],[140.11907270080758],[139.0863218833079],['ZLEMA cross_above None'],['ZLEMA cross_below None'],140.11907270080758,140.11907270080758
2021-10-13,138.284912109375,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[139.80520898531984],[138.79782229387322],[139.80520898531984],[138.79782229387322],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.80520898531984,139.80520898531984
2021-10-14,141.08180236816406,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[139.10412817460116],[138.38991146638293],[139.10412817460116],[138.38991146638293],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.10412817460116,139.10412817460116
2021-10-15,142.14170837402344,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[139.61715878081714],[138.3635086049555],[139.61715878081714],[138.3635086049555],['ZLEMA cross_above None'],['ZLEMA cross_below None'],139.61715878081714,139.61715878081714
2021-10-18,143.81980895996094,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[140.43838370685464],[138.5737068905229],[140.43838370685464],[138.5737068905229],['ZLEMA cross_above None'],['ZLEMA cross_below None'],140.43838370685464,140.43838370685464
2021-10-19,145.98866271972656,31,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[141.95247751619073],[139.2059400932765],[141.95247751619073],[139.2059400932765],['ZLEMA cross_above None'],['ZLEMA cross_below None'],141.95247751619073,141.95247751619073
