date,close,position_size,entry_signals,exit_signals,trade_action,trade_reason,risk_info,order_details,entry_conditions_main,entry_conditions_ref,exit_conditions_main,exit_conditions_ref,entry_conditions,exit_conditions,entry0_AO,exit0_AO
2021-08-20,145.42930603027344,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.423940411735998],[None],[2.423940411735998],[None],['AO cross_above 0'],['AO cross_below 0'],2.423940411735998,2.423940411735998
2021-08-23,146.9209442138672,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.9231455185833966],[None],[1.9231455185833966],[None],['AO cross_above 0'],['AO cross_below 0'],1.9231455185833966,1.9231455185833966
2021-08-24,146.83261108398438,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.7466159147374754],[None],[1.7466159147374754],[None],['AO cross_above 0'],['AO cross_below 0'],1.7466159147374754,1.7466159147374754
2021-08-25,145.59609985351562,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.4873812955968617],[None],[1.4873812955968617],[None],['AO cross_above 0'],['AO cross_below 0'],1.4873812955968617,1.4873812955968617
2021-08-26,144.79136657714844,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.4154708413516914],[None],[1.4154708413516914],[None],['AO cross_above 0'],['AO cross_below 0'],1.4154708413516914,1.4154708413516914
2021-08-27,145.83168029785156,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.7059697768267483],[None],[1.7059697768267483],[None],['AO cross_above 0'],['AO cross_below 0'],1.7059697768267483,1.7059697768267483
2021-08-30,150.26744079589844,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.6586172216078978],[None],[1.6586172216078978],[None],['AO cross_above 0'],['AO cross_below 0'],1.6586172216078978,1.6586172216078978
2021-08-31,149.00148010253906,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.898705964929917],[None],[1.898705964929917],[None],['AO cross_above 0'],['AO cross_below 0'],1.898705964929917,1.898705964929917
2021-09-01,149.66880798339844,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.2061179665958264],[None],[2.2061179665958264],[None],['AO cross_above 0'],['AO cross_below 0'],2.2061179665958264,2.2061179665958264
2021-09-02,150.78758239746094,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.975675021900855],[None],[2.975675021900855],[None],['AO cross_above 0'],['AO cross_below 0'],2.975675021900855,2.975675021900855
2021-09-03,151.4254608154297,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.855852104635801],[None],[3.855852104635801],[None],['AO cross_above 0'],['AO cross_below 0'],3.855852104635801,3.855852104635801
2021-09-07,153.77093505859375,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.746616812313306],[None],[4.746616812313306],[None],['AO cross_above 0'],['AO cross_below 0'],4.746616812313306,4.746616812313306
2021-09-08,152.22036743164062,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.384115869858704],[None],[5.384115869858704],[None],['AO cross_above 0'],['AO cross_below 0'],5.384115869858704,5.384115869858704
2021-09-09,151.19972229003906,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.779174266141979],[None],[5.779174266141979],[None],['AO cross_above 0'],['AO cross_below 0'],5.779174266141979,5.779174266141979
2021-09-10,146.19476318359375,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.817145358814912],[None],[5.817145358814912],[None],['AO cross_above 0'],['AO cross_below 0'],5.817145358814912,5.817145358814912
2021-09-13,146.76393127441406,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.397556978113499],[None],[5.397556978113499],[None],['AO cross_above 0'],['AO cross_below 0'],5.397556978113499,5.397556978113499
2021-09-14,145.36056518554688,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.603733152501746],[None],[4.603733152501746],[None],['AO cross_above 0'],['AO cross_below 0'],4.603733152501746,4.603733152501746
2021-09-15,146.253662109375,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.189381902358093],[None],[3.189381902358093],[None],['AO cross_above 0'],['AO cross_below 0'],3.189381902358093,3.189381902358093
2021-09-16,146.01809692382812,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[1.575735653147973],[None],[1.575735653147973],[None],['AO cross_above 0'],['AO cross_below 0'],1.575735653147973,1.575735653147973
2021-09-17,143.33895874023438,25,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[0.11432441262635962],[None],[0.11432441262635962],[None],['AO cross_above 0'],['AO cross_below 0'],0.11432441262635962,0.11432441262635962
2021-09-20,140.277099609375,25,[False],[True],SELL,Exit conditions met: True,{},"{'order_size': -25, 'order_price': None, 'order_valid': None, 'order_status': 1}",[-0.9065570158116998],[None],[-0.9065570158116998],[None],['AO cross_above 0'],['AO cross_below 0'],-0.9065570158116998,-0.9065570158116998
2021-09-21,140.75794982910156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.222998001996217],[None],[-2.222998001996217],[None],['AO cross_above 0'],['AO cross_below 0'],-2.222998001996217,-2.222998001996217
2021-09-22,143.1328582763672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.1971165376550914],[None],[-3.1971165376550914],[None],['AO cross_above 0'],['AO cross_below 0'],-3.1971165376550914,-3.1971165376550914
2021-09-23,144.09461975097656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.707176118738488],[None],[-3.707176118738488],[None],['AO cross_above 0'],['AO cross_below 0'],-3.707176118738488,-3.707176118738488
2021-09-24,144.1829376220703,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.035205751306847],[None],[-4.035205751306847],[None],['AO cross_above 0'],['AO cross_below 0'],-4.035205751306847,-4.035205751306847
2021-09-27,142.66183471679688,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.194470663631677],[None],[-4.194470663631677],[None],['AO cross_above 0'],['AO cross_below 0'],-4.194470663631677,-4.194470663631677
2021-09-28,139.26629638671875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.791587156407985],[None],[-3.791587156407985],[None],['AO cross_above 0'],['AO cross_below 0'],-3.791587156407985,-3.791587156407985
2021-09-29,140.16917419433594,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.788969645780668],[None],[-3.788969645780668],[None],['AO cross_above 0'],['AO cross_below 0'],-3.788969645780668,-3.788969645780668
2021-09-30,138.86390686035156,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.06911603142234],[None],[-4.06911603142234],[None],['AO cross_above 0'],['AO cross_below 0'],-4.06911603142234,-4.06911603142234
2021-10-01,139.9924774169922,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.639380555994364],[None],[-4.639380555994364],[None],['AO cross_above 0'],['AO cross_below 0'],-4.639380555994364,-4.639380555994364
2021-10-04,136.5478973388672,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.508792204015407],[None],[-5.508792204015407],[None],['AO cross_above 0'],['AO cross_below 0'],-5.508792204015407,-5.508792204015407
2021-10-05,138.481201171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.18614555807676],[None],[-6.18614555807676],[None],['AO cross_above 0'],['AO cross_below 0'],-6.18614555807676,-6.18614555807676
2021-10-06,139.3546142578125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.388233678481157],[None],[-6.388233678481157],[None],['AO cross_above 0'],['AO cross_below 0'],-6.388233678481157,-6.388233678481157
2021-10-07,140.6205596923828,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.7437930836397015],[None],[-6.7437930836397015],[None],['AO cross_above 0'],['AO cross_below 0'],-6.7437930836397015,-6.7437930836397015
2021-10-08,140.23780822753906,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-6.534028535730698],[None],[-6.534028535730698],[None],['AO cross_above 0'],['AO cross_below 0'],-6.534028535730698,-6.534028535730698
2021-10-11,140.14952087402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.937441029268172],[None],[-5.937441029268172],[None],['AO cross_above 0'],['AO cross_below 0'],-5.937441029268172,-5.937441029268172
2021-10-12,138.87371826171875,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-5.154913105684187],[None],[-5.154913105684187],[None],['AO cross_above 0'],['AO cross_below 0'],-5.154913105684187,-5.154913105684187
2021-10-13,138.284912109375,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.654737898882701],[None],[-4.654737898882701],[None],['AO cross_above 0'],['AO cross_below 0'],-4.654737898882701,-4.654737898882701
2021-10-14,141.08180236816406,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.389090369729445],[None],[-4.389090369729445],[None],['AO cross_above 0'],['AO cross_below 0'],-4.389090369729445,-4.389090369729445
2021-10-15,142.14170837402344,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.378796700870282],[None],[-4.378796700870282],[None],['AO cross_above 0'],['AO cross_below 0'],-4.378796700870282,-4.378796700870282
2021-10-18,143.81980895996094,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-4.106355510038469],[None],[-4.106355510038469],[None],['AO cross_above 0'],['AO cross_below 0'],-4.106355510038469,-4.106355510038469
2021-10-19,145.98866271972656,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-3.5904137555290845],[None],[-3.5904137555290845],[None],['AO cross_above 0'],['AO cross_below 0'],-3.5904137555290845,-3.5904137555290845
2021-10-20,146.47930908203125,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-2.324324798583973],[None],[-2.324324798583973],[None],['AO cross_above 0'],['AO cross_below 0'],-2.324324798583973,-2.324324798583973
2021-10-21,146.6952667236328,0,[False],[False],NO_TRADE,Entry conditions not met: False,{},{},[-0.4583538279813979],[None],[-0.4583538279813979],[None],['AO cross_above 0'],['AO cross_below 0'],-0.4583538279813979,-0.4583538279813979
2021-10-22,145.91995239257812,0,[True],[False],BUY. Shares: 24,Entry conditions met: True,{},"{'order_size': 24, 'order_price': None, 'order_valid': None, 'order_status': 1}",[0.8949692221248711],[None],[0.8949692221248711],[None],['AO cross_above 0'],['AO cross_below 0'],0.8949692221248711,0.8949692221248711
2021-10-25,145.8708953857422,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.066852075913374],[None],[2.066852075913374],[None],['AO cross_above 0'],['AO cross_below 0'],2.066852075913374,2.066852075913374
2021-10-26,146.53823852539062,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.981439388499524],[None],[2.981439388499524],[None],['AO cross_above 0'],['AO cross_below 0'],2.981439388499524,2.981439388499524
2021-10-27,146.07699584960938,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.5587030298569573],[None],[3.5587030298569573],[None],['AO cross_above 0'],['AO cross_below 0'],3.5587030298569573,3.5587030298569573
2021-10-28,149.72769165039062,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.7678212334128034],[None],[3.7678212334128034],[None],['AO cross_above 0'],['AO cross_below 0'],3.7678212334128034,3.7678212334128034
2021-10-29,147.00930786132812,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.324792211195984],[None],[4.324792211195984],[None],['AO cross_above 0'],['AO cross_below 0'],4.324792211195984,4.324792211195984
2021-11-01,146.1849365234375,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.133969968907991],[None],[4.133969968907991],[None],['AO cross_above 0'],['AO cross_below 0'],4.133969968907991,4.133969968907991
2021-11-02,147.22518920898438,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.192029930563535],[None],[4.192029930563535],[None],['AO cross_above 0'],['AO cross_below 0'],4.192029930563535,4.192029930563535
2021-11-03,148.66778564453125,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.164177973130165],[None],[4.164177973130165],[None],['AO cross_above 0'],['AO cross_below 0'],4.164177973130165,4.164177973130165
2021-11-04,148.14768981933594,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.438825674617988],[None],[4.438825674617988],[None],['AO cross_above 0'],['AO cross_below 0'],4.438825674617988,4.438825674617988
2021-11-05,148.67837524414062,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.331972144631777],[None],[4.331972144631777],[None],['AO cross_above 0'],['AO cross_below 0'],4.331972144631777,4.331972144631777
2021-11-08,147.8528594970703,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.6854710747213915],[None],[4.6854710747213915],[None],['AO cross_above 0'],['AO cross_below 0'],4.6854710747213915,4.6854710747213915
2021-11-09,148.2164764404297,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.897442671831897],[None],[4.897442671831897],[None],['AO cross_above 0'],['AO cross_below 0'],4.897442671831897,4.897442671831897
2021-11-10,145.3761749267578,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.857382740693936],[None],[4.857382740693936],[None],['AO cross_above 0'],['AO cross_below 0'],4.857382740693936,4.857382740693936
2021-11-11,145.3270263671875,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.399029900045946],[None],[4.399029900045946],[None],['AO cross_above 0'],['AO cross_below 0'],4.399029900045946,4.399029900045946
2021-11-12,147.4105682373047,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.743029426125929],[None],[3.743029426125929],[None],['AO cross_above 0'],['AO cross_below 0'],3.743029426125929,3.743029426125929
2021-11-15,147.42039489746094,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.185911649816177],[None],[3.185911649816177],[None],['AO cross_above 0'],['AO cross_below 0'],3.185911649816177,3.185911649816177
2021-11-16,148.4031982421875,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.925233908260566],[None],[2.925233908260566],[None],['AO cross_above 0'],['AO cross_below 0'],2.925233908260566,2.925233908260566
2021-11-17,150.8503875732422,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[2.6482055664062614],[None],[2.6482055664062614],[None],['AO cross_above 0'],['AO cross_below 0'],2.6482055664062614,2.6482055664062614
2021-11-18,155.15504455566406,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[3.150234401927264],[None],[3.150234401927264],[None],['AO cross_above 0'],['AO cross_below 0'],3.150234401927264,3.150234401927264
2021-11-19,157.7890167236328,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[4.174618305879505],[None],[4.174618305879505],[None],['AO cross_above 0'],['AO cross_below 0'],4.174618305879505,4.174618305879505
2021-11-22,158.2509002685547,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[5.596472706514248],[None],[5.596472706514248],[None],['AO cross_above 0'],['AO cross_below 0'],5.596472706514248,5.596472706514248
2021-11-23,158.6342010498047,24,[False],[False],HOLD,Holding position; exit conditions: False,{},{},[7.472237485997823],[None],[7.472237485997823],[None],['AO cross_above 0'],['AO cross_below 0'],7.472237485997823,7.472237485997823
